case_id,run_arm,gen_model,lang,contract_arm,band_config,replicate,prob_failure_passed,level_true,is_boundary,band_lo,band_hi,band_crosses_threshold,level_lo,level_hi,S_mean,S_std,S_q_high,incomplete_turn,reissued,n_numeric_tokens,n_prob_claims,prob_cited_pct,prob_drift_pp,prob_exact,err_prob,err_band,band_kind,err_level,level_said,levels_mentioned,err_ungrounded,err_ungrounded_raw,n_ungrounded_raw,ungrounded_detail,ungrounded_raw_detail,explanation,prob_claims_pct,case_kind,weather_also_failed,fixed_message_exact,fixed_message_contains,err_rule2,n_numeric_leaked,err_numeric_leak,n_fabricated,err_fabricated_risk,fabricated_detail,sem_equiv
dep-narr-p0395-en-r1,A,claude-sonnet-5,en,deployed,narrow,1,0.395,MEDIUM,True,,,False,,,0.6775,0.02,0.7104,False,False,21.0,6.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Landslide Risk Assessment — Current Snapshot

**Location:** lat 5.0703, lon -75.5138
**Timestamp:** 2025-11-14T15:00 UTC

### Current Weather Conditions
| Metric | Value |
|---|---|
| Temperature | 17.8 °C |
| Precipitation | 63.2 mm |
| Humidity | 74.6% |
| Wind speed | 9.2 km/h |

### Risk Simulation (Jacobi rainfall-forced model, 1000 runs, 24h horizon)
| Metric | Value |
|---|---|
| **Alert level** | **MEDIUM** |
| Failure/risk probability | 0.395 (39.5%) |
| Mean soil saturation | 0.678 (±0.02 std) |
| 24h saturation quantile (high) | 0.710 |
| Mean hazard probability | 0.371 |

### Interpretation
Precipitation is notably elevated (63.2 mm) and soil saturation sits around 68%, driving a moderate hazard signal. The model currently classifies this as **MEDIUM** alert — below your configured **HIGH** threshold, so no automatic voice alert is triggered.

This is a probabilistic decision-support estimate, not a deterministic forecast — conditions can shift quickly with continued rainfall, so treat this as one input among others (local observation, official warnings, etc.) for any safety decisions.

Let me know if you'd like me to:
- Send a voice report summarizing this now anyway, or
- Keep monitoring and notify you if conditions escalate toward HIGH.",39.5000|39.5000|67.8000|2.0000|71.0000|37.1000,fidelity,,,,,,,,,,
dep-narr-p0395-en-r2,A,claude-sonnet-5,en,deployed,narrow,2,0.395,MEDIUM,True,,,False,,,0.6775,0.02,0.7104,False,False,23.0,5.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM,False,False,0.0,,,"Here's the current landslide risk assessment for your location (5.0703, -75.5138):

**Current Weather Conditions** (as of 2025-11-14 15:00 UTC)
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

**Risk Simulation** (Jacobi rainfall-forced model, v3, 1000 simulations, 24h horizon)
- **Alert level: MEDIUM**
- Risk probability (failure): 39.5%
- Mean soil saturation: 0.678 (±0.020 std)
- 90th-percentile saturation estimate: 0.710
- Mean hazard probability: 37.1%

**Interpretation**: The recent precipitation (63.2 mm) has pushed soil saturation to a moderate level. The simulation estimates roughly a 1-in-2.5 chance of slope-failure conditions being met within the next 24 hours under current trends — elevated, but currently below your configured alert threshold of **HIGH**, so no automatic voice alert has been triggered.

This is decision-support output from a probabilistic simulation, not a deterministic forecast — conditions can shift quickly with continued rainfall. Let me know if you'd like me to:
- Send a voice report now regardless of threshold
- Re-run the simulation with a shorter/longer time horizon
- Lower your alert threshold to MEDIUM so future updates like this trigger a voice alert automatically",39.5000|67.8000|2.0000|71.0000|37.1000,fidelity,,,,,,,,,,
dep-narr-p0395-en-r3,A,claude-sonnet-5,en,deployed,narrow,3,0.395,MEDIUM,True,,,False,,,0.6775,0.02,0.7104,False,False,19.0,5.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Current Landslide Risk Assessment

**Location:** 5.0703, -75.5138
**Timestamp:** 2025-11-14 15:00 UTC

### Weather Conditions
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

### Risk Simulation (Jacobi rainfall-forced model, v3)
- **Alert level: MEDIUM**
- Failure probability: 39.5%
- Mean soil saturation: 67.75% (std: 2.0%)
- Saturation at high quantile: 71.0%
- Mean hazard probability: 37.1%

### Interpretation
This is a probabilistic decision-support estimate, not a deterministic forecast. Current conditions show notable rainfall accumulation (63.2 mm) with soil saturation trending upward (~68% mean), producing a **MEDIUM** alert level under the simulation.

Your configured alert threshold is **HIGH**, so this result does not cross your notification trigger — no voice alert has been sent. If conditions escalate (e.g., saturation moves toward the ~71% quantile band or rainfall continues), risk could shift toward HIGH.

Let me know if you'd like me to:
- Send a voice report now regardless of threshold
- Re-run the simulation with a longer time horizon
- Adjust your alert threshold",39.5000|67.7500|2.0000|71.0000|37.1000,fidelity,,,,,,,,,,
dep-wide-p0395-en-r1,A,claude-sonnet-5,en,deployed,wide,1,0.395,MEDIUM,True,,,False,,,0.6775,0.11,0.8584,False,False,22.0,5.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"Here's the current landslide risk assessment for your location (5.0703, -75.5138):

**Current Weather (as of 2025-11-14 15:00 UTC)**
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

**Risk Simulation (Jacobi rainfall-forced model, 24h horizon, 1000 runs)**
- Failure probability: 39.5%
- Mean soil saturation: 67.8% (std ±11%)
- High-end saturation estimate (upper quantile): 85.8%
- Mean hazard probability: 37.1%
- **Alert level: MEDIUM**

**Interpretation:** Recent rainfall (63.2 mm) has pushed soil saturation into a moderate-to-elevated range, and the model estimates roughly a 2-in-5 chance of a landslide-triggering condition within the next 24 hours under current trends. This is elevated but currently below your configured alert threshold of **HIGH**, so no automatic voice alert was triggered.

This is decision-support output from a probabilistic simulation, not a deterministic forecast — conditions can shift quickly with continued rainfall. If you'd like, I can:
- Send a voice report summarizing this now anyway
- Re-run the simulation with a shorter/longer time horizon
- Keep monitoring and notify you if saturation trends push the alert to HIGH

Let me know how you'd like to proceed.",39.5000|67.8000|11.0000|85.8000|37.1000,fidelity,,,,,,,,,,
dep-wide-p0395-en-r2,A,claude-sonnet-5,en,deployed,wide,2,0.395,MEDIUM,True,,,False,,,0.6775,0.11,0.8584,False,False,25.0,7.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Current Landslide Risk Assessment — Your Location (5.0703, -75.5138)

**Weather conditions** (as of 2025-11-14 15:00 UTC):
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

**Risk simulation** (Jacobi rainfall-forced model, 1000 simulations, 24h horizon):
- **Alert level: MEDIUM**
- Risk/failure probability: 0.395 (39.5%)
- Mean soil saturation: 0.6775 (± 0.11 std)
- High-percentile saturation estimate: 0.858
- Mean hazard probability: 0.371

**Interpretation:** Recent rainfall (63.2 mm) has pushed soil saturation to a moderate-to-elevated level (~68% mean, with a plausible upper bound near 86%). The simulation estimates roughly a 1-in-2.5 chance of a hazard-triggering condition within the next 24 hours under current forcing. This is decision support based on a stochastic model, not a deterministic forecast — actual outcomes depend on additional rainfall, drainage, and local terrain factors not captured here.

Your configured alert threshold is **HIGH**, and current conditions are at **MEDIUM**, so no automatic voice alert was triggered. Given the elevated saturation trend, I'd recommend monitoring conditions closely, especially if additional rainfall is expected. Let me know if you'd like me to check again shortly or send a voice report now regardless of threshold.",39.5000|39.5000|11.0000|85.8000|37.1000|68.0000|86.0000,fidelity,,,,,,,,,,
dep-wide-p0395-en-r3,A,claude-sonnet-5,en,deployed,wide,3,0.395,MEDIUM,True,,,False,,,0.6775,0.11,0.8584,False,False,22.0,5.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"Here's the current landslide risk assessment for your location (5.0703, -75.5138):

**Current Weather (as of 2025-11-14 15:00 UTC)**
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

**Risk Simulation (Jacobi rainfall-forced model, 1000 runs, 24h horizon)**
- **Alert level: MEDIUM**
- Failure probability: 39.5%
- Mean soil saturation: 67.8% (std: 11%)
- High-end saturation estimate (upper quantile): 85.8%
- Mean hazard probability: 37.1%

**Interpretation:** Soil saturation is elevated, likely driven by the recent 63.2 mm of precipitation, and the model puts failure probability at roughly 2-in-5 over the next 24 hours. This is below your configured alert threshold of **HIGH**, so no automatic voice alert has been triggered.

This is decision support based on a stochastic simulation, not a deterministic forecast — conditions can shift quickly with continued rainfall. Let me know if you'd like a voice report sent now, or if you'd like me to lower your alert threshold to MEDIUM so you're notified at this level in the future.",39.5000|67.8000|11.0000|85.8000|37.1000,fidelity,,,,,,,,,,
ext-narr-p0395-en-r1,A,claude-sonnet-5,en,extended,narrow,1,0.395,MEDIUM,True,0.385,0.405,True,MEDIUM,HIGH,0.6775,0.02,0.7104,False,False,25.0,7.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM,False,False,0.0,,,"## Current Landslide Risk Assessment — Your Location (5.0703, -75.5138)

**As of 2025-11-14 15:00 UTC**

### Weather Conditions
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

### Risk Simulation (Jacobi rainfall-forced model, 1,000 runs, 24h horizon)
- **Alert level: MEDIUM**
- Failure probability: 39.5% (range: 38.5%–40.5%)
- Mean soil saturation: 67.8% (std: 2.0%)
- Hazard probability (mean): 37.1%
- High-end saturation quantile: 71.0%

### Interpretation
This is decision-support output from a stochastic simulation, not a deterministic forecast. The current saturation level (~68%) combined with recent precipitation (63.2 mm) puts the simulated failure probability at roughly 1-in-2.5, classified as **MEDIUM** by the model.

Your configured alert threshold is **HIGH** — this MEDIUM reading does **not** cross that threshold, so no automatic voice alert was triggered. If you'd like, I can:
- Send a voice report now anyway (manual request)
- Lower your alert threshold to MEDIUM so future readings like this trigger notifications
- Re-run the simulation later in your 6-hour reporting cycle to track trend

Let me know how you'd like to proceed.",39.5000|38.5000|40.5000|67.8000|2.0000|37.1000|71.0000,fidelity,,,,,,,,,,
ext-narr-p0395-en-r2,A,claude-sonnet-5,en,extended,narrow,2,0.395,MEDIUM,True,0.385,0.405,True,MEDIUM,HIGH,0.6775,0.02,0.7104,False,False,24.0,9.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Landslide Risk Assessment — Current Conditions

**Location:** lat 5.0703, lon -75.5138
**Timestamp:** 2025-11-14 15:00 UTC

### Weather conditions
- Temperature: 17.8 °C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

### Risk simulation (Jacobi rainfall-forced model, 1000 runs, 24h horizon)
- **Alert level: MEDIUM**
- Probability of failure: 39.5% (90% range: 38.5%–40.5%)
- Mean soil saturation: 0.678 (± 0.02)
- Hazard probability (mean): 37.1%

### Interpretation
Recent precipitation (63.2 mm) combined with elevated humidity has pushed soil saturation to a moderate-high level (~68%). The simulation places failure probability just under 40%, which the model classifies as **MEDIUM** — below your configured alert threshold of **HIGH**.

This is decision-support output based on a stochastic simulation, not a deterministic forecast — actual slope stability depends on local factors (soil type, slope angle, drainage, vegetation) not fully captured here.

Since this is below your HIGH threshold, no voice alert is being triggered automatically. Let me know if you'd like me to:
- Send a voice report now anyway
- Check again later (your report frequency is set to every 6 hours)
- Adjust your alert threshold",39.5000|90.0000|38.5000|40.5000|67.8000|2.0000|37.1000|68.0000|40.0000,fidelity,,,,,,,,,,
ext-narr-p0395-en-r3,A,claude-sonnet-5,en,extended,narrow,3,0.395,MEDIUM,True,0.385,0.405,True,MEDIUM,HIGH,0.6775,0.02,0.7104,False,False,26.0,10.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Current Landslide Risk Assessment — Your Location (5.0703, -75.5138)

**Timestamp:** 2025-11-14 15:00 UTC

### Weather Conditions (observed)
| Metric | Value |
|---|---|
| Temperature | 17.8 °C |
| Precipitation | 63.2 mm |
| Humidity | 74.6% |
| Wind speed | 9.2 km/h |

### Risk Simulation (Jacobi rainfall-forced model, v3, 1,000 runs / 24h horizon)
| Metric | Value |
|---|---|
| **Alert level** | **MEDIUM** |
| Failure probability (mean) | 0.395 (95% range: 0.385–0.405) |
| Mean soil saturation | 0.678 (± 0.02) |
| Saturation, upper quantile | 0.710 |
| Hazard probability (mean) | 0.371 |

### Interpretation
Recent precipitation (63.2 mm) has pushed soil saturation to a moderately elevated level (~68%), and the model estimates roughly a 39.5% probability of slope-failure conditions developing within the next 24 hours. This is a **MEDIUM** alert — below your configured **HIGH** threshold, so no automatic voice alert was triggered.

This is a probabilistic decision-support estimate, not a deterministic forecast — treat it as one input alongside local observation (visible cracking, spring/seepage changes, tilting trees or poles) and official geotechnical/civil-protection guidance for your area.

Since your threshold is set to HIGH and current conditions are MEDIUM, I won't send a voice report automatically. Let me know if you'd like me to:
- Send a voice report now anyway,
- Lower your alert threshold to MEDIUM so future MEDIUM events trigger alerts, or
- Re-check conditions later within your 6-hour reporting cadence.",39.5000|95.0000|38.5000|40.5000|67.8000|2.0000|71.0000|37.1000|68.0000|39.5000,fidelity,,,,,,,,,,
ext-wide-p0395-en-r1,A,claude-sonnet-5,en,extended,wide,1,0.395,MEDIUM,True,0.335,0.455,True,MEDIUM,HIGH,0.6775,0.11,0.8584,False,False,25.0,8.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Current Landslide Risk Assessment — Your Location (5.0703, -75.5138)

**Timestamp:** 2025-11-14 15:00 UTC

### Weather Conditions
| Metric | Value |
|---|---|
| Temperature | 17.8 °C |
| Precipitation | 63.2 mm |
| Humidity | 74.6% |
| Wind speed | 9.2 km/h |

### Risk Simulation (Jacobi rainfall-forced model, v3)
| Metric | Value |
|---|---|
| Alert level | **MEDIUM** |
| Failure probability (mean) | 0.395 (39.5%) |
| Failure probability range | 0.335 – 0.455 |
| Mean soil saturation | 0.678 (± 0.11) |
| 95th-percentile saturation | 0.858 |
| Hazard probability (mean) | 0.371 |

### Interpretation
This is decision-support output from a probabilistic simulation, **not a deterministic forecast**. Current conditions show meaningfully elevated precipitation (63.2 mm) and soil saturation trending toward 0.68 on average, with a plausible upper bound near 0.86 — that spread is what's driving the 33.5–45.5% failure-probability range.

The current **MEDIUM** alert level is **below your configured HIGH threshold**, so no automatic voice alert was triggered under your settings. Given the rainfall total and saturation trend, it would be reasonable to recheck in the next few hours, especially if rain continues.

Would you like me to:
- Send a voice report now anyway (voice is enabled on your account), or
- Keep monitoring and only alert automatically if/when levels cross HIGH?",39.5000|39.5000|33.5000|45.5000|85.8000|37.1000|86.0000|45.5000,fidelity,,,,,,,,,,
ext-wide-p0395-en-r2,A,claude-sonnet-5,en,extended,wide,2,0.395,MEDIUM,True,0.335,0.455,True,MEDIUM,HIGH,0.6775,0.11,0.8584,False,False,24.0,8.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM,False,False,0.0,,,"## Current Landslide Risk Assessment — Your Location (5.0703, -75.5138)

**As of 2025-11-14 15:00 UTC**

### Weather Conditions
- Temperature: 17.8 °C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

### Risk Simulation (Jacobi rainfall-forced model, 1000 runs, 24h horizon)
- **Alert level: MEDIUM**
- Failure probability: 39.5% (90% range: 33.5%–45.5%)
- Mean soil saturation: 0.68 (±0.11), with a high-end estimate (Q high) of 0.86
- Mean hazard probability: 37.1%

### Interpretation
This is decision-support output, not a deterministic forecast. Current rainfall (63.2 mm) has pushed soil saturation into a moderate-to-elevated range, and the simulation places failure probability solidly in the mid-30s to mid-40s percent band — meaning conditions warrant attention but are not yet in extreme territory.

Your configured alert threshold is **HIGH**, and the current level is **MEDIUM**, so this does not trigger an automatic voice alert under your settings. Let me know if you'd like me to:
- Send a voice report now regardless of threshold
- Re-run the simulation with a different time horizon
- Adjust your alert threshold",39.5000|90.0000|33.5000|45.5000|68.0000|11.0000|86.0000|37.1000,fidelity,,,,,,,,,,
ext-wide-p0395-en-r3,A,claude-sonnet-5,en,extended,wide,3,0.395,MEDIUM,True,0.335,0.455,True,MEDIUM,HIGH,0.6775,0.11,0.8584,False,False,26.0,8.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Current Landslide Risk Assessment — Your Location (5.0703, -75.5138)

**Timestamp:** 2025-11-14 15:00 UTC

### Weather Conditions
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

### Risk Simulation (Jacobi rainfall-forced model, 1000 runs, 24h horizon)
- **Alert level: MEDIUM**
- Failure probability: 39.5% (range: 33.5% – 45.5%)
- Mean soil saturation: 0.678 (±0.11)
- High-end saturation estimate (upper quantile): 0.858
- Hazard probability (mean): 37.1%

### Interpretation
Recent precipitation (63.2 mm) has pushed soil saturation to a moderate-high level (~68% mean), and the simulation puts failure probability at roughly 1-in-2.5 over the next 24 hours. This is elevated but currently sits **below your configured alert threshold of HIGH** — no voice alert has been triggered.

This is a probabilistic decision-support estimate, not a deterministic forecast. Conditions can shift quickly with continued rainfall, so treat this as one input alongside local observation and official warnings.

Let me know if you'd like me to send a voice report now regardless of threshold, or check back sooner than the scheduled 6-hour interval.",39.5000|33.5000|45.5000|67.8000|11.0000|85.8000|37.1000|68.0000,fidelity,,,,,,,,,,
ext-cros-p0395-en-r1,A,claude-sonnet-5,en,extended,crossing,1,0.395,MEDIUM,True,0.36,0.43,True,MEDIUM,HIGH,0.6775,0.075,0.8009,False,False,27.0,10.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Landslide Risk Assessment — Current Conditions

**Location:** lat 5.0703, lon -75.5138
**Timestamp:** 2025-11-14 15:00 UTC

### Weather Conditions
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

### Risk Simulation (Jacobi rainfall-forced model, 1000 runs, 24h horizon)
- **Alert level: MEDIUM**
- Probability of failure: 39.5% (90% range: 36.0%–43.0%)
- Mean soil saturation: 67.75% (σ = 7.5%)
- High-end saturation estimate (q_high): 80.1%
- Hazard probability (mean): 37.1%

### Interpretation
Rainfall in the last measurement window (63.2 mm) is substantial and soil saturation is trending high (mean ~68%, with a plausible upper bound near 80%). The simulation places the probability of slope failure in the next 24 hours at roughly 1 in 2.5, classified as **MEDIUM** — below your configured **HIGH** alert threshold, so no automatic voice alert is being triggered.

This is decision-support output from a stochastic simulation, not a deterministic forecast — treat it as one input among several (e.g., local observations, official geotechnical/hydrological advisories) rather than a guarantee of ground conditions.

**Recommendation:** Given the elevated saturation trend, it would be reasonable to monitor conditions more closely over the next few hours, especially if precipitation continues. I can re-run the simulation on a shorter interval, or send you a voice report now if you'd like — just say the word.",39.5000|90.0000|36.0000|43.0000|67.7500|7.5000|80.1000|37.1000|68.0000|80.0000,fidelity,,,,,,,,,,
ext-cros-p0395-en-r2,A,claude-sonnet-5,en,extended,crossing,2,0.395,MEDIUM,True,0.36,0.43,True,MEDIUM,HIGH,0.6775,0.075,0.8009,False,False,27.0,9.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM|HIGH,False,False,0.0,,,"## Current Landslide Risk Assessment — Location (5.0703, -75.5138)

**Timestamp:** 2025-11-14 15:00 UTC

### Weather Conditions
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Humidity: 74.6%
- Wind speed: 9.2 km/h

### Risk Simulation (Jacobi rainfall-forced model, v3, 1000 runs / 24h horizon)
- **Alert level: MEDIUM**
- Failure probability: 39.5% (90% range: 36%–43%)
- Mean soil saturation: 0.678 (std: 0.075)
- High-end saturation quantile: 0.801
- Mean hazard probability: 37.1%

### Interpretation
Soil saturation is elevated (mean ~68%, with a plausible upper bound near 80%) following recent precipitation (63.2 mm), and the simulation places failure probability in the mid-30s to low-40s percent range over the next 24 hours. This is a **MEDIUM** alert level — below your configured **HIGH** alert threshold, so no automatic voice alert is triggered at this time.

This is probabilistic decision support based on a stochastic simulation, not a deterministic forecast — conditions can shift with continued rainfall. I'd recommend monitoring for updates, especially if precipitation intensifies, since saturation is already fairly high and could push the probability band upward.

Let me know if you'd like me to send a voice report summary or check again shortly.",39.5000|90.0000|36.0000|43.0000|67.8000|7.5000|80.1000|37.1000|68.0000,fidelity,,,,,,,,,,
ext-cros-p0395-en-r3,A,claude-sonnet-5,en,extended,crossing,3,0.395,MEDIUM,True,0.36,0.43,True,MEDIUM,HIGH,0.6775,0.075,0.8009,False,False,26.0,10.0,39.5,0.0,True,False,False,reported,False,MEDIUM,MEDIUM,False,False,0.0,,,"## Current Landslide Risk Assessment — Your Location (5.0703, -75.5138)

**As of 2025-11-14 15:00 UTC**

### Weather Conditions
- Temperature: 17.8°C
- Precipitation: 63.2 mm
- Relative humidity: 74.6%
- Wind speed: 9.2 km/h

### Risk Simulation (Jacobi rainfall-forced model, v3, 1000 runs / 24h horizon)
- **Alert level: MEDIUM**
- Probability of failure: **0.395** (90% range: 0.36 – 0.43)
- Mean soil saturation: 0.678 (±0.075 std)
- High-end saturation quantile: 0.801
- Mean hazard probability: 0.371

### Interpretation
Recent precipitation (63.2 mm) has pushed mean soil saturation to roughly 68%, and the simulation puts failure probability at about 40% over the next 24 hours. This is a **decision-support estimate, not a deterministic forecast** — it reflects current stochastic modeling, not a certainty.

Your configured alert threshold is **HIGH**, and the current level is **MEDIUM**, so this does not cross your notification threshold — no voice alert is being triggered automatically. If you'd like, I can:
- Send a voice report now regardless of threshold
- Re-run the simulation later in your 6-hour reporting cycle
- Adjust your alert threshold

Let me know how you'd like to proceed.",39.5000|90.0000|36.0000|43.0000|67.8000|7.5000|80.1000|37.1000|68.0000|40.0000,fidelity,,,,,,,,,,
dep-narr-p0405-es-r1,A,claude-sonnet-5,es,deployed,narrow,1,0.405,HIGH,True,,,False,,,0.6815,0.02,0.7144,False,False,18.0,4.0,40.5,0.0,True,False,False,reported,False,HIGH,HIGH,False,False,0.0,,,"## Estado actual del riesgo de deslizamiento

**Ubicación:** 5.0703, -75.5138
**Hora del dato:** 2025-11-14 15:00 UTC

### Condiciones meteorológicas actuales
- Temperatura: 17.8 °C
- Precipitación: 64.8 mm
- Humedad relativa: 75.0 %
- Viento: 9.2 km/h

### Resultado de la simulación de riesgo (Jacobi, forzada por lluvia)
- **Nivel de alerta: HIGH** ⚠️
- Probabilidad de falla (riesgo): 40.5 %
- Saturación media del suelo: 0.6815 (± 0.02)
- Percentil alto de saturación: 0.7144
- Probabilidad media de peligro: 38.1 %
- Modelo: jacobi_rainfall_forced_v3

### Interpretación
La acumulación de precipitación (64.8 mm) junto con una saturación de suelo media cercana al 68 % elevan el riesgo estimado a nivel **HIGH**, que coincide con tu umbral de alerta configurado. Esto significa que las condiciones actuales son propicias para un aumento en la probabilidad de deslizamiento, aunque **esto es una estimación probabilística de apoyo a la decisión, no una predicción determinística** de que ocurrirá un evento.

Dado que se alcanzó tu umbral configurado (HIGH), ¿quieres que envíe el reporte de voz ahora mismo a tu dispositivo, o prefieres que solo quede registrado aquí?",40.5000|71.4400|38.1000|68.0000,fidelity,,,,,,,,,,
dep-narr-p0405-es-r2,A,claude-sonnet-5,es,deployed,narrow,2,0.405,HIGH,True,,,False,,,0.6815,0.02,0.7144,False,False,17.0,4.0,40.5,0.0,True,False,False,reported,False,HIGH,HIGH,False,False,0.0,,,"## Estado actual del riesgo de deslizamiento

**Condiciones meteorológicas actuales** (15:00 UTC):
- 🌡️ Temperatura: 17.8 °C
- 🌧️ Precipitación: 64.8 mm
- 💧 Humedad relativa: 75.0 %
- 💨 Viento: 9.2 km/h

**Simulación de riesgo** (modelo `jacobi_rainfall_forced_v3`, horizonte de 24 h, 1000 simulaciones):
- **Nivel de alerta: 🔴 ALTO (HIGH)**
- Probabilidad de falla/deslizamiento: **40.5 %**
- Saturación media del suelo: 68.2 % (± 2.0 %)
- Saturación en percentil alto (Q_high): 71.4 %
- Probabilidad media de peligro: 38.1 %

### Interpretación
La precipitación acumulada reciente (64.8 mm) y la saturación del suelo por encima del 68 % están elevando significativamente la probabilidad de falla del talud. El nivel de alerta calculado (**HIGH**) coincide con tu umbral configurado, lo que indica que las condiciones actuales cruzan el punto en que normalmente activarías una notificación.

⚠️ **Importante**: esto es una estimación probabilística de apoyo a la decisión, no una predicción determinística. Un valor de 40.5 % de probabilidad de falla en 24 h es una condición de riesgo elevado que amerita precaución, pero no implica certeza de que ocurrirá un deslizamiento.

¿Quieres que te envíe un reporte de voz con esta alerta ahora mismo, dado que el nivel actual coincide con tu umbral configurado (HIGH)?",40.5000|71.4000|38.1000|40.5000,fidelity,,,,,,,,,,
dep-narr-p0405-es-r3,A,claude-sonnet-5,es,deployed,narrow,3,0.405,HIGH,True,,,False,,,0.6815,0.02,0.7144,True,False,4.0,3.0,40.5,0.0,True,False,True,omitted,False,HIGH,HIGH,False,False,0.0,,,"[tool_call] send_voice_report({""message"": ""Alerta de riesgo ALTO de deslizamiento. Precipitación 64.8 mm, humedad 75%, probabilidad de falla 40.5%, saturación media 68.2%."", ""alert_level"": ""HIGH""})",75.0000|40.5000|68.2000,fidelity,,,,,,,,,,
dep-wide-p0405-es-r1,A,claude-sonnet-5,es,deployed,wide,1,0.405,HIGH,True,,,False,,,0.6815,0.11,0.8624,False,False,19.0,4.0,40.5,0.0,True,False,False,reported,False,HIGH,HIGH,False,False,0.0,,,"## Estado actual del riesgo de deslizamiento — 5.0703, -75.5138

**Condiciones meteorológicas actuales** (15:00 UTC, hoy):
- 🌡️ Temperatura: 17.8 °C
- 🌧️ Precipitación: 64.8 mm
- 💧 Humedad relativa: 75.0 %
- 💨 Viento: 9.2 km/h

**Simulación de riesgo** (modelo `jacobi_rainfall_forced_v3`, horizonte 24 h, 1000 simulaciones):
- Probabilidad de falla (riesgo): **40.5 %**
- Saturación media del suelo: 68.15 % (± 11.0 %)
- Percentil alto de saturación (q_high): 86.24 %
- Probabilidad media de peligro: 38.07 %
- **Nivel de alerta: 🔴 HIGH (ALTO)**

### Interpretación
El nivel de alerta calculado coincide con tu umbral configurado (HIGH), lo que significa que las condiciones actuales — precipitación elevada (64.8 mm) combinada con una saturación de suelo ya considerable (~68 %) — generan una probabilidad no despreciable de falla del talud en las próximas 24 horas. Esto **no es una predicción determinística**, sino una estimación probabilística basada en el forzamiento de lluvia observado; sirve como apoyo a la decisión, no como certeza de que ocurrirá un evento.

Dado que tu umbral de alerta está configurado en HIGH y el resultado lo alcanza, ¿quieres que envíe el reporte de voz ahora (tienes la función habilitada)? También puedo monitorear la evolución en las próximas horas según tu frecuencia de reporte configurada (cada 6 h).",40.5000|86.2400|38.0700|68.0000,fidelity,,,,,,,,,,
